name,chr,size_mb,src
sim_0064,4,13.446404,simulation (truth)
sim_0064,4,0.975606,simulation (truth)
sim_0064,4,43.053944,simulation (truth)
sim_0064,6,12.472794,simulation (truth)
sim_0064,7,39.023086,simulation (truth)
sim_0064,7,1.399742,simulation (truth)
sim_0064,8,19.981336,simulation (truth)
sim_0064,9,2.969763,simulation (truth)
sim_0064,9,6.575905,simulation (truth)
sim_0064,10,108.505483,simulation (truth)
sim_0064,10,8.398782,simulation (truth)
sim_0065,1,16.669801,simulation (truth)
sim_0065,1,31.939848,simulation (truth)
sim_0065,2,14.209511,simulation (truth)
sim_0065,3,53.957814,simulation (truth)
sim_0065,3,5.684236,simulation (truth)
sim_0065,4,117.200046,simulation (truth)
sim_0065,4,63.287176,simulation (truth)
sim_0065,5,16.458116,simulation (truth)
sim_0065,7,85.893204,simulation (truth)
sim_0065,8,52.222983,simulation (truth)
sim_0065,8,2.036315,simulation (truth)
sim_0066,2,16.839331,simulation (truth)
sim_0066,3,11.113952,simulation (truth)
sim_0066,3,0.127259,simulation (truth)
sim_0066,3,6.575048,simulation (truth)
sim_0066,4,155.163868,simulation (truth)
sim_0066,7,99.169537,simulation (truth)
sim_0066,7,0.46658,simulation (truth)
sim_0066,7,7.974283,simulation (truth)
sim_0066,8,19.599527,simulation (truth)
sim_0066,8,40.599021,simulation (truth)
sim_0066,9,6.70318,simulation (truth)
sim_0066,9,7.000156,simulation (truth)
sim_0067,1,16.245633,simulation (truth)
sim_0067,1,14.464128,simulation (truth)
sim_0067,2,1.230077,simulation (truth)
sim_0067,2,14.421594,simulation (truth)
sim_0067,3,58.751237,simulation (truth)
sim_0067,4,11.622443,simulation (truth)
sim_0067,5,26.977737,simulation (truth)
sim_0067,7,109.858469,simulation (truth)
sim_0067,7,28.715901,simulation (truth)
sim_0067,8,1.781775,simulation (truth)
sim_0067,10,0,simulation (truth)
sim_0068,1,2.714675,simulation (truth)
sim_0068,1,0.509002,simulation (truth)
sim_0068,2,2.375321,simulation (truth)
sim_0068,3,12.7259,simulation (truth)
sim_0068,3,2.587599,simulation (truth)
sim_0068,4,148.758798,simulation (truth)
sim_0068,4,5.768805,simulation (truth)
sim_0068,4,1.27253,simulation (truth)
sim_0068,5,3.054083,simulation (truth)
sim_0068,6,0.848489,simulation (truth)
sim_0068,7,93.612989,simulation (truth)
sim_0068,8,3.733244,simulation (truth)
sim_0068,8,8.951299,simulation (truth)
sim_0068,9,13.151809,simulation (truth)
sim_0068,9,67.837877,simulation (truth)
sim_0068,9,2.715212,simulation (truth)
sim_0068,10,1.357379,simulation (truth)
sim_0069,1,3.393344,simulation (truth)
sim_0069,1,21.250815,simulation (truth)
sim_0069,1,36.266362,simulation (truth)
sim_0069,2,4.623393,simulation (truth)
sim_0069,3,4.581324,simulation (truth)
sim_0069,4,40.551301,simulation (truth)
sim_0069,5,1.102863,simulation (truth)
sim_0069,5,14.63415,simulation (truth)
sim_0069,7,19.978123,simulation (truth)
sim_0069,8,13.108775,simulation (truth)
sim_0069,9,2.29096,simulation (truth)
sim_0070,1,53.020996,simulation (truth)
sim_0070,2,1.017995,simulation (truth)
sim_0070,3,7.423441,simulation (truth)
sim_0070,5,0.169671,simulation (truth)
sim_0070,5,0.97561,simulation (truth)
sim_0071,2,60.867607,simulation (truth)
sim_0071,3,18.367715,simulation (truth)
sim_0071,4,201.992985,simulation (truth)
sim_0071,5,3.308591,simulation (truth)
sim_0071,6,2.927288,simulation (truth)
sim_0071,7,24.516678,simulation (truth)
sim_0071,8,71.228585,simulation (truth)
sim_0072,1,13.530958,simulation (truth)
sim_0072,3,47.340347,simulation (truth)
sim_0072,3,3.435993,simulation (truth)
sim_0072,3,6.27811,simulation (truth)
sim_0072,4,9.883319,simulation (truth)
sim_0072,4,62.099481,simulation (truth)
sim_0072,4,6.108146,simulation (truth)
sim_0072,6,101.139931,simulation (truth)
sim_0072,8,6.024097,simulation (truth)
sim_0072,9,49.425345,simulation (truth)
sim_0072,10,2.163323,simulation (truth)
sim_0072,10,6.91415,simulation (truth)
sim_0073,1,2.884343,simulation (truth)
sim_0073,1,14.421711,simulation (truth)
sim_0073,3,7.762798,simulation (truth)
sim_0073,4,33.467548,simulation (truth)
sim_0073,4,47.210876,simulation (truth)
sim_0073,4,2.587479,simulation (truth)
sim_0073,5,10.349949,simulation (truth)
sim_0073,5,3.563097,simulation (truth)
sim_0073,8,77.082989,simulation (truth)
sim_0073,9,105.214468,simulation (truth)
sim_0073,9,5.091023,simulation (truth)
sim_0073,10,0.254508,simulation (truth)
sim_0073,10,2.120904,simulation (truth)
sim_0074,1,4.665848,simulation (truth)
sim_0074,1,2.24809,simulation (truth)
sim_0074,1,4.453763,simulation (truth)
sim_0074,2,3.732648,simulation (truth)
sim_0074,3,4.538904,simulation (truth)
sim_0074,4,2.078466,simulation (truth)
sim_0074,5,1.314953,simulation (truth)
sim_0074,8,62.319709,simulation (truth)
sim_0074,9,2.715212,simulation (truth)
sim_0075,1,26.595331,simulation (truth)
sim_0075,1,28.20717,simulation (truth)
sim_0075,3,2.078563,simulation (truth)
sim_0075,3,34.953804,simulation (truth)
sim_0075,3,4.411646,simulation (truth)
sim_0075,5,36.564166,simulation (truth)
sim_0075,5,27.232243,simulation (truth)
sim_0075,7,85.638707,simulation (truth)
sim_0075,7,6.192794,simulation (truth)
sim_0075,8,146.996455,simulation (truth)
sim_0075,9,4.539495,simulation (truth)
sim_0075,10,137.05286,simulation (truth)
sim_0075,10,1.866396,simulation (truth)
sim_0076,1,34.187938,simulation (truth)
sim_0076,2,29.224935,simulation (truth)
sim_0076,2,3.732648,simulation (truth)
sim_0076,8,2.3757,simulation (truth)
sim_0076,10,57.137172,simulation (truth)
sim_0077,1,120.760621,simulation (truth)
sim_0077,3,34.402348,simulation (truth)
sim_0077,4,5.683968,simulation (truth)
sim_0077,4,5.599133,simulation (truth)
sim_0077,6,90.194418,simulation (truth)
sim_0077,9,7.212282,simulation (truth)
sim_0077,9,51.886006,simulation (truth)
sim_0077,9,7.636534,simulation (truth)
sim_0078,2,7.592544,simulation (truth)
sim_0078,3,1.739206,simulation (truth)
sim_0078,4,1.314948,simulation (truth)
sim_0078,5,9.077415,simulation (truth)
sim_0078,9,8.315337,simulation (truth)
sim_0078,10,4.87808,simulation (truth)
sim_0079,1,121.56654,simulation (truth)
sim_0079,1,17.178803,simulation (truth)
sim_0079,1,8.144025,simulation (truth)
sim_0079,2,3.732648,simulation (truth)
sim_0079,3,19.640305,simulation (truth)
sim_0079,3,3.945028,simulation (truth)
sim_0079,3,0.593876,simulation (truth)
sim_0079,4,14.718935,simulation (truth)
sim_0079,6,2.418195,simulation (truth)
sim_0079,8,1.018157,simulation (truth)
sim_0079,8,3.860513,simulation (truth)
sim_0079,10,10.477269,simulation (truth)
sim_0080,1,17.730222,simulation (truth)
sim_0080,1,17.433304,simulation (truth)
sim_0080,2,32.533418,simulation (truth)
sim_0080,3,29.439248,simulation (truth)
sim_0080,4,3.520667,simulation (truth)
sim_0080,4,69.437739,simulation (truth)
sim_0080,5,5.344646,simulation (truth)
sim_0080,6,15.230384,simulation (truth)
sim_0080,6,3.860627,simulation (truth)
sim_0080,8,45.095883,simulation (truth)
sim_0080,10,11.537722,simulation (truth)
sim_0080,10,12.513338,simulation (truth)
sim_0081,1,40.168707,simulation (truth)
sim_0081,2,146.930585,simulation (truth)
sim_0081,3,14.210588,simulation (truth)
sim_0081,4,10.858926,simulation (truth)
sim_0081,4,120.126866,simulation (truth)
sim_0081,5,40.212099,simulation (truth)
sim_0081,8,98.252176,simulation (truth)
sim_0081,9,5.175873,simulation (truth)
sim_0082,2,41.271207,simulation (truth)
sim_0082,3,20.31902,simulation (truth)
sim_0082,6,6.236397,simulation (truth)
sim_0082,8,0.551502,simulation (truth)
sim_0082,9,72.631923,simulation (truth)
sim_0083,1,10.307282,simulation (truth)
sim_0083,2,155.11696,simulation (truth)
sim_0083,5,0.296925,simulation (truth)
sim_0083,6,24.394068999999998,simulation (truth)
sim_0083,6,7.339433,simulation (truth)
sim_0083,8,82.428315,simulation (truth)
sim_0083,9,11.2851,simulation (truth)
sim_0084,1,14.29446,simulation (truth)
sim_0084,2,6.277634,simulation (truth)
sim_0084,2,3.22365,simulation (truth)
sim_0084,3,82.888026,simulation (truth)
sim_0084,4,2.502643,simulation (truth)
sim_0084,4,41.399654,simulation (truth)
sim_0084,4,0,simulation (truth)
sim_0084,6,10.436419,simulation (truth)
sim_0084,8,0.212116,simulation (truth)
sim_0084,9,27.788499,simulation (truth)
sim_0084,10,3.56312,simulation (truth)
sim_0085,1,27.019499,simulation (truth)
sim_0085,1,9.713446,simulation (truth)
sim_0085,3,60.405604,simulation (truth)
sim_0085,4,6.871663,simulation (truth)
sim_0085,4,133.912611,simulation (truth)
sim_0085,5,39.830338,simulation (truth)
sim_0085,6,17.818277,simulation (truth)
sim_0085,7,6.871456,simulation (truth)
sim_0085,9,21.33987,simulation (truth)
sim_0085,10,1.569469,simulation (truth)
sim_0086,1,8.016774,simulation (truth)
sim_0086,1,14.591378,simulation (truth)
sim_0086,3,30.160382,simulation (truth)
sim_0086,3,4.708583,simulation (truth)
sim_0086,5,13.319197,simulation (truth)
sim_0086,7,2.417735,simulation (truth)
sim_0086,7,36.435685,simulation (truth)
sim_0086,8,75.895139,simulation (truth)
sim_0086,8,0.890887,simulation (truth)
sim_0086,9,17.521603,simulation (truth)
sim_0087,1,12.97954,simulation (truth)
sim_0087,1,35.75736,simulation (truth)
sim_0087,2,155.498708,simulation (truth)
sim_0087,3,27.021327,simulation (truth)
sim_0087,3,13.87123,simulation (truth)
sim_0087,4,14.082669,simulation (truth)
sim_0087,4,107.147056,simulation (truth)
sim_0087,5,11.155888,simulation (truth)
sim_0087,6,10.987938,simulation (truth)
sim_0087,7,13.233915,simulation (truth)
sim_0087,8,48.871549,simulation (truth)
sim_0087,9,13.873037,simulation (truth)
sim_0088,1,14.930712,simulation (truth)
sim_0088,1,14.718628,simulation (truth)
sim_0088,3,48.315999,simulation (truth)
sim_0088,3,12.7259,simulation (truth)
sim_0088,3,3.181474,simulation (truth)
sim_0088,3,4.326806,simulation (truth)
sim_0088,4,9.034965,simulation (truth)
sim_0088,4,1.866377,simulation (truth)
sim_0088,5,0,simulation (truth)
sim_0088,6,0.424245,simulation (truth)
sim_0088,9,19.345886,simulation (truth)
sim_0088,9,13.448785,simulation (truth)
sim_0088,10,5.34468,simulation (truth)
sim_0088,10,6.659641,simulation (truth)
sim_0089,1,5.895935,simulation (truth)
sim_0089,1,112.277262,simulation (truth)
sim_0089,1,6.998772,simulation (truth)
sim_0089,2,22.183803,simulation (truth)
sim_0089,2,15.482004,simulation (truth)
sim_0089,2,0.424164,simulation (truth)
sim_0089,3,9.798942,simulation (truth)
sim_0089,5,3.478262,simulation (truth)
sim_0089,5,106.044563,simulation (truth)
sim_0089,5,5.853659,simulation (truth)
sim_0089,6,33.600179,simulation (truth)
sim_0089,7,4.071974,simulation (truth)
sim_0089,7,2.71465,simulation (truth)
sim_0089,8,96.979479,simulation (truth)
sim_0089,9,5.048598,simulation (truth)
sim_0089,10,1.230125,simulation (truth)
sim_0090,1,8.271275,simulation (truth)
sim_0090,1,2.629842,simulation (truth)
sim_0090,2,0.254499,simulation (truth)
sim_0090,3,20.106922,simulation (truth)
sim_0090,4,114.527732,simulation (truth)
sim_0090,5,26.808066,simulation (truth)
sim_0090,6,27.109235,simulation (truth)
sim_0090,6,9.375808,simulation (truth)
sim_0090,10,3.605538,simulation (truth)
sim_0090,10,1.10287,simulation (truth)
sim_0091,1,49.457986,simulation (truth)
sim_0091,1,1.696672,simulation (truth)
sim_0091,2,1.654242,simulation (truth)
sim_0091,3,147.323498,simulation (truth)
sim_0091,3,5.175199,simulation (truth)
sim_0091,4,138.960315,simulation (truth)
sim_0091,5,54.634159,simulation (truth)
sim_0091,8,7.084678,simulation (truth)
sim_0091,9,5.939526,simulation (truth)
sim_0091,10,4.199391,simulation (truth)
sim_0092,1,8.73786,simulation (truth)
sim_0092,1,41.18671,simulation (truth)
sim_0092,3,5.429717,simulation (truth)
sim_0092,3,7.762799,simulation (truth)
sim_0092,4,12.852557,simulation (truth)
sim_0092,4,41.145148,simulation (truth)
sim_0092,7,27.061662,simulation (truth)
sim_0092,7,9.543689,simulation (truth)
sim_0092,8,2.375701,simulation (truth)
sim_0092,8,6.32106,simulation (truth)
sim_0092,9,6.236503,simulation (truth)
sim_0092,9,2.672787,simulation (truth)
sim_0092,10,0.593853,simulation (truth)
sim_0092,10,8.526036,simulation (truth)
sim_0093,1,32.873018,simulation (truth)
sim_0093,2,3.732648,simulation (truth)
sim_0093,4,12.42838,simulation (truth)
sim_0093,4,45.30208,simulation (truth)
sim_0093,5,2.799576,simulation (truth)
sim_0093,6,6.490944,simulation (truth)
sim_0093,8,122.687951,simulation (truth)
sim_0093,8,3.096895,simulation (truth)
sim_0094,1,3.266093,simulation (truth)
sim_0094,1,4.920348,simulation (truth)
sim_0094,1,8.99236,simulation (truth)
sim_0094,2,2.884319,simulation (truth)
sim_0094,2,96.20051,simulation (truth)
sim_0094,3,47.679704,simulation (truth)
sim_0094,4,34.315902,simulation (truth)
sim_0094,4,34.443155,simulation (truth)
sim_0094,4,0.212089,simulation (truth)
sim_0094,5,1.611878,simulation (truth)
sim_0094,5,32.110294,simulation (truth)
sim_0094,7,19.299461,simulation (truth)
sim_0094,8,7.848296,simulation (truth)
sim_0094,8,73.646709,simulation (truth)
sim_0094,9,71.698569,simulation (truth)
sim_0094,9,1.484881,simulation (truth)
sim_0094,9,2.20611,simulation (truth)
sim_0094,10,3.944883,simulation (truth)
sim_0095,1,2.502591,simulation (truth)
sim_0095,1,2.502591,simulation (truth)
sim_0095,2,7.083548,simulation (truth)
sim_0095,3,34.911385,simulation (truth)
sim_0095,4,13.955417,simulation (truth)
sim_0095,4,9.459142,simulation (truth)
sim_0095,5,24.262996,simulation (truth)
sim_0095,6,6.151548,simulation (truth)
sim_0095,6,3.351533,simulation (truth)
sim_0095,9,10.266896,simulation (truth)
sim_0095,9,40.47363,simulation (truth)
sim_0095,9,1.06063,simulation (truth)
sim_0095,10,13.616208,simulation (truth)
sim_0096,1,64.176614,simulation (truth)
sim_0096,1,21.929484,simulation (truth)
sim_0096,1,3.732678,simulation (truth)
sim_0096,2,8.059126,simulation (truth)
sim_0096,3,1.739206,simulation (truth)
sim_0096,4,7.635182,simulation (truth)
sim_0096,8,50.313938,simulation (truth)
sim_0097,2,18.960153,simulation (truth)
sim_0097,3,2.333081,simulation (truth)
sim_0097,3,13.489453,simulation (truth)
sim_0097,4,4.326603,simulation (truth)
sim_0097,5,2.799577,simulation (truth)
sim_0097,6,52.097247,simulation (truth)
sim_0097,6,21.891025,simulation (truth)
sim_0097,8,54.132028,simulation (truth)
sim_0097,9,16.970075,simulation (truth)
sim_0097,10,0.212091,simulation (truth)
sim_0098,1,2.163257,simulation (truth)
sim_0098,1,25.450078,simulation (truth)
sim_0098,2,54.886887,simulation (truth)
sim_0098,2,3.732648,simulation (truth)
sim_0098,3,7.126504,simulation (truth)
sim_0098,3,5.472137,simulation (truth)
sim_0098,3,13.489454,simulation (truth)
sim_0098,4,9.034966,simulation (truth)
sim_0098,5,6.702017,simulation (truth)
sim_0098,6,133.000707,simulation (truth)
sim_0098,6,7.636404,simulation (truth)
sim_0098,7,19.214628,simulation (truth)
sim_0098,8,118.148666,simulation (truth)
sim_0098,9,33.049222,simulation (truth)
sim_0098,10,135.568227,simulation (truth)
sim_0099,2,20.105398,simulation (truth)
sim_0099,2,3.775065,simulation (truth)
sim_0099,3,18.367715,simulation (truth)
sim_0099,5,38.685057,simulation (truth)
sim_0099,6,8.951562,simulation (truth)
sim_0099,7,32.49096,simulation (truth)
sim_0099,7,7.507703,simulation (truth)
sim_0099,8,1.866622,simulation (truth)
sim_0099,9,101.311351,simulation (truth)
sim_0099,10,23.58446,simulation (truth)
sim_0099,10,4.835662,simulation (truth)
sim_0100,2,3.520566,simulation (truth)
sim_0100,2,110.579686,simulation (truth)
sim_0100,2,3.690232,simulation (truth)
sim_0100,3,14.677205,simulation (truth)
sim_0100,5,0.805939,simulation (truth)
sim_0100,5,144.050935,simulation (truth)
sim_0100,6,12.303096,simulation (truth)
sim_0100,7,3.478145,simulation (truth)
sim_0100,8,2.121161,simulation (truth)
sim_0100,9,21.721697,simulation (truth)
sim_0100,10,4.072137,simulation (truth)
sim_0001,1,42.459213,RTIGER (r=8)
sim_0001,1,24.728993,RTIGER (r=8)
sim_0001,3,7.677959,RTIGER (r=8)
sim_0001,6,3.648504,RTIGER (r=8)
sim_0001,7,1.951155,RTIGER (r=8)
sim_0001,7,22.777606,RTIGER (r=8)
sim_0001,8,0.848464,RTIGER (r=8)
sim_0001,10,9.925834,RTIGER (r=8)
sim_0002,2,12.809769,RTIGER (r=8)
sim_0002,3,3.308734,RTIGER (r=8)
sim_0002,3,43.437737,RTIGER (r=8)
sim_0002,4,1.781543,RTIGER (r=8)
sim_0002,5,24.093325,RTIGER (r=8)
sim_0002,5,29.480389,RTIGER (r=8)
sim_0002,8,10.266419,RTIGER (r=8)
sim_0002,9,30.758261,RTIGER (r=8)
sim_0002,10,121.443001,RTIGER (r=8)
sim_0003,1,9.331695,RTIGER (r=8)
sim_0003,1,69.436297,RTIGER (r=8)
sim_0003,1,14.464128,RTIGER (r=8)
sim_0003,2,12.046272,RTIGER (r=8)
sim_0003,2,3.690231,RTIGER (r=8)
sim_0003,4,6.659576,RTIGER (r=8)
sim_0003,6,70.042797,RTIGER (r=8)
sim_0003,6,17.012212,RTIGER (r=8)
sim_0003,6,13.024311,RTIGER (r=8)
sim_0003,7,8.440863,RTIGER (r=8)
sim_0003,8,42.932298,RTIGER (r=8)
sim_0003,10,59.003568,RTIGER (r=8)
sim_0003,10,1.314961,RTIGER (r=8)
sim_0004,1,17.47572,RTIGER (r=8)
sim_0004,1,6.065602,RTIGER (r=8)
sim_0004,2,16.924164,RTIGER (r=8)
sim_0004,3,2.50276,RTIGER (r=8)
sim_0004,3,0.678714,RTIGER (r=8)
sim_0004,4,13.234315,RTIGER (r=8)
sim_0004,6,14.594017,RTIGER (r=8)
sim_0004,7,36.944682,RTIGER (r=8)
sim_0004,8,8.442221,RTIGER (r=8)
sim_0005,1,27.95267,RTIGER (r=8)
sim_0005,1,132.934242,RTIGER (r=8)
sim_0005,1,10.6042,RTIGER (r=8)
sim_0005,3,1.060492,RTIGER (r=8)
sim_0005,3,42.674183,RTIGER (r=8)
sim_0005,4,12.640469,RTIGER (r=8)
sim_0005,4,21.717851,RTIGER (r=8)
sim_0005,5,7.677627,RTIGER (r=8)
sim_0005,5,17.476144,RTIGER (r=8)
sim_0005,5,11.919409,RTIGER (r=8)
sim_0005,5,6.108166,RTIGER (r=8)
sim_0005,7,18.451133,RTIGER (r=8)
sim_0006,2,38.089973,RTIGER (r=8)
sim_0006,3,8.823291,RTIGER (r=8)
sim_0006,4,10.604419,RTIGER (r=8)
sim_0006,4,14.294758,RTIGER (r=8)
sim_0006,5,8.483565,RTIGER (r=8)
sim_0006,5,8.653236,RTIGER (r=8)
sim_0006,6,13.194009,RTIGER (r=8)
sim_0006,7,19.002546,RTIGER (r=8)
sim_0006,8,2.715086,RTIGER (r=8)
sim_0006,8,1.993891,RTIGER (r=8)
sim_0006,8,0.296963,RTIGER (r=8)
sim_0006,9,6.151653,RTIGER (r=8)
sim_0006,10,2.332995,RTIGER (r=8)
sim_0007,1,2.587425,RTIGER (r=8)
sim_0007,2,13.403599,RTIGER (r=8)
sim_0007,4,50.010443,RTIGER (r=8)
sim_0007,5,3.308591,RTIGER (r=8)
sim_0007,5,15.100746,RTIGER (r=8)
sim_0007,6,28.381969,RTIGER (r=8)
sim_0007,7,1.06041,RTIGER (r=8)
sim_0007,9,2.20611,RTIGER (r=8)
sim_0007,9,4.794046,RTIGER (r=8)
sim_0007,10,57.264426,RTIGER (r=8)
sim_0008,2,33.084831,RTIGER (r=8)
sim_0008,2,11.749357,RTIGER (r=8)
sim_0008,3,135.573251,RTIGER (r=8)
sim_0008,4,8.313865,RTIGER (r=8)
sim_0008,4,60.063432,RTIGER (r=8)
sim_0008,5,13.276779,RTIGER (r=8)
sim_0008,6,116.836985,RTIGER (r=8)
sim_0008,7,5.259634,RTIGER (r=8)
sim_0008,8,67.325649,RTIGER (r=8)
sim_0008,10,1.272543,RTIGER (r=8)
sim_0009,1,6.532187,RTIGER (r=8)
sim_0009,2,35.035988,RTIGER (r=8)
sim_0009,3,3.945029,RTIGER (r=8)
sim_0009,5,4.835632,RTIGER (r=8)
sim_0009,5,37.8367,RTIGER (r=8)
sim_0009,5,2.545069,RTIGER (r=8)
sim_0009,7,6.744207,RTIGER (r=8)
sim_0009,8,52.392676,RTIGER (r=8)
sim_0009,9,2.503086,RTIGER (r=8)
sim_0009,9,1.103055,RTIGER (r=8)
sim_0010,1,24.559326,RTIGER (r=8)
sim_0010,1,8.483359,RTIGER (r=8)
sim_0010,2,3.562982,RTIGER (r=8)
sim_0010,3,34.868965,RTIGER (r=8)
sim_0010,6,4.115174,RTIGER (r=8)
sim_0010,7,139.253033,RTIGER (r=8)
sim_0010,9,1.739433,RTIGER (r=8)
sim_0010,9,123.881551,RTIGER (r=8)
sim_0010,10,24.899421,RTIGER (r=8)
sim_0011,1,3.435761,RTIGER (r=8)
sim_0011,1,7.55019,RTIGER (r=8)
sim_0011,1,5.980768,RTIGER (r=8)
sim_0011,2,2.332905,RTIGER (r=8)
sim_0011,3,132.009998,RTIGER (r=8)
sim_0011,4,26.807973,RTIGER (r=8)
sim_0011,4,35.206673,RTIGER (r=8)
sim_0011,5,12.470841,RTIGER (r=8)
sim_0011,8,3.733244,RTIGER (r=8)
sim_0011,9,7.933511,RTIGER (r=8)
sim_0012,2,25.025706,RTIGER (r=8)
sim_0012,2,39.659382,RTIGER (r=8)
sim_0012,3,14.125749,RTIGER (r=8)
sim_0012,4,38.515252,RTIGER (r=8)
sim_0012,5,8.18664,RTIGER (r=8)
sim_0012,5,30.752923,RTIGER (r=8)
sim_0012,6,48.024498,RTIGER (r=8)
sim_0012,6,77.212532,RTIGER (r=8)
sim_0012,7,12.767336,RTIGER (r=8)
sim_0012,8,14.084509,RTIGER (r=8)
sim_0012,9,22.145949,RTIGER (r=8)
sim_0012,9,10.266896,RTIGER (r=8)
sim_0012,9,1.357606,RTIGER (r=8)
sim_0012,10,33.128531,RTIGER (r=8)
sim_0013,1,37.750949,RTIGER (r=8)
sim_0013,2,10.222364,RTIGER (r=8)
sim_0013,3,23.076298,RTIGER (r=8)
sim_0013,3,1.611947,RTIGER (r=8)
sim_0013,4,5.599133,RTIGER (r=8)
sim_0013,5,19.766707,RTIGER (r=8)
sim_0013,5,3.096501,RTIGER (r=8)
sim_0013,6,4.327296,RTIGER (r=8)
sim_0013,6,2.84244,RTIGER (r=8)
sim_0013,10,2.629922,RTIGER (r=8)
sim_0014,1,27.104334,RTIGER (r=8)
sim_0014,1,10.816283,RTIGER (r=8)
sim_0014,1,6.744271,RTIGER (r=8)
sim_0014,2,1.357326,RTIGER (r=8)
sim_0014,3,1.993724,RTIGER (r=8)
sim_0014,3,8.82329,RTIGER (r=8)
sim_0014,4,3.775173,RTIGER (r=8)
sim_0014,5,6.914106,RTIGER (r=8)
sim_0014,5,112.152731,RTIGER (r=8)
sim_0014,6,2.884864,RTIGER (r=8)
sim_0014,6,34.66079,RTIGER (r=8)
sim_0014,7,8.737778,RTIGER (r=8)
sim_0014,8,40.04752,RTIGER (r=8)
sim_0015,1,20.063145,RTIGER (r=8)
sim_0015,1,2.969176,RTIGER (r=8)
sim_0015,2,2.502571,RTIGER (r=8)
sim_0015,2,24.389459,RTIGER (r=8)
sim_0015,4,3.393414,RTIGER (r=8)
sim_0015,5,2.417816,RTIGER (r=8)
sim_0015,5,113.382847,RTIGER (r=8)
sim_0015,6,21.297083,RTIGER (r=8)
sim_0015,7,21.802028,RTIGER (r=8)
sim_0015,7,0.721079,RTIGER (r=8)
sim_0015,8,6.32106,RTIGER (r=8)
sim_0015,8,9.757341,RTIGER (r=8)
sim_0015,9,136.736384,RTIGER (r=8)
sim_0015,10,1.951232,RTIGER (r=8)
sim_0016,1,4.920349,RTIGER (r=8)
sim_0016,2,14.082261,RTIGER (r=8)
sim_0016,3,3.266314,RTIGER (r=8)
sim_0016,4,3.393414,RTIGER (r=8)
sim_0016,8,5.00594,RTIGER (r=8)
sim_0016,9,3.478865,RTIGER (r=8)
sim_0016,10,0.721108,RTIGER (r=8)
sim_0016,10,8.780545,RTIGER (r=8)
sim_0017,1,12.470539,RTIGER (r=8)
sim_0017,1,58.407929,RTIGER (r=8)
sim_0017,2,166.10282,RTIGER (r=8)
sim_0017,3,33.596376,RTIGER (r=8)
sim_0017,5,13.446451,RTIGER (r=8)
sim_0017,8,8.145258,RTIGER (r=8)
sim_0017,8,28.46598,RTIGER (r=8)
sim_0017,9,113.232829,RTIGER (r=8)
sim_0017,9,10.139621,RTIGER (r=8)
sim_0017,10,6.786894,RTIGER (r=8)
sim_0018,1,29.437257,RTIGER (r=8)
sim_0018,2,21.420308,RTIGER (r=8)
sim_0018,3,48.697776,RTIGER (r=8)
sim_0018,3,21.252252,RTIGER (r=8)
sim_0018,4,73.340166,RTIGER (r=8)
sim_0018,5,2.290563,RTIGER (r=8)
sim_0018,7,4.580971,RTIGER (r=8)
sim_0018,8,10.223996,RTIGER (r=8)
sim_0018,9,39.667552,RTIGER (r=8)
sim_0019,1,81.822001,RTIGER (r=8)
sim_0019,2,37.665808,RTIGER (r=8)
sim_0019,2,3.690232,RTIGER (r=8)
sim_0019,3,8.144576,RTIGER (r=8)
sim_0019,4,0.466594,RTIGER (r=8)
sim_0019,5,6.532345,RTIGER (r=8)
sim_0019,5,10.816545,RTIGER (r=8)
sim_0019,6,28.29712,RTIGER (r=8)
sim_0019,6,4.284872,RTIGER (r=8)
sim_0019,9,14.042738,RTIGER (r=8)
sim_0019,9,1.781858,RTIGER (r=8)
sim_0019,9,6.363778,RTIGER (r=8)
sim_0020,1,79.785995,RTIGER (r=8)
sim_0020,2,2.799486,RTIGER (r=8)
sim_0020,2,3.435733,RTIGER (r=8)
sim_0020,3,8.271835,RTIGER (r=8)
sim_0020,5,140.742345,RTIGER (r=8)
sim_0020,7,101.417606,RTIGER (r=8)
sim_0020,7,43.264725,RTIGER (r=8)
sim_0020,8,11.878501,RTIGER (r=8)
sim_0020,9,0.424252,RTIGER (r=8)
sim_0020,10,5.429516,RTIGER (r=8)
sim_0021,1,78.852826,RTIGER (r=8)
sim_0021,2,18.451156,RTIGER (r=8)
sim_0021,2,173.992281,RTIGER (r=8)
sim_0021,3,1.102911,RTIGER (r=8)
sim_0021,3,29.14231,RTIGER (r=8)
sim_0021,4,97.56066,RTIGER (r=8)
sim_0021,4,21.293674,RTIGER (r=8)
sim_0021,6,3.139411,RTIGER (r=8)
sim_0021,8,11.030037,RTIGER (r=8)
sim_0021,8,47.980661,RTIGER (r=8)
sim_0021,10,12.046738,RTIGER (r=8)
sim_0022,1,45.301139,RTIGER (r=8)
sim_0022,3,72.961825,RTIGER (r=8)
sim_0022,3,17.689,RTIGER (r=8)
sim_0022,4,120.720713,RTIGER (r=8)
sim_0022,4,0.933189,RTIGER (r=8)
sim_0022,5,20.699898,RTIGER (r=8)
sim_0022,6,8.400045,RTIGER (r=8)
sim_0022,7,13.912578,RTIGER (r=8)
sim_0022,7,1.823905,RTIGER (r=8)
sim_0022,8,46.835234,RTIGER (r=8)
sim_0022,9,93.462691,RTIGER (r=8)
sim_0022,9,2.418236,RTIGER (r=8)
sim_0022,10,115.674141,RTIGER (r=8)
